activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,loan_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,co_applicant_race_1,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,denial_reason_1,denial_reason_2,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,debt_to_income_ratio_parsed,applicant_age_num,rate_spread_missing_flag,approved_flag
2024,WWB2V0FCW3A0EE3ZJN75,15764,MA,25017,25017332300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,1,2,375000,26.86,9.09,0.87,3,360,1.0,2,2,2,2,1405000.0,1,1,3,5,1,100.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,6955,31.53,146600,131.0,2392,2361,52,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15540,VT,50007,50007002103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,1,2,205000,44.94,8.84,0.7,2,360,1.0,2,2,2,2,445000.0,1,1,3,5,1,160.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,4156,8.13,118900,101.0,1499,1593,43,25.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029009107,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,1,2,155000,74.94,10.49,2.38,2,360,1.0,2,1,2,2,675000.0,1,1,3,5,1,146.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,6150,39.61,96900,74.0,1110,2094,46,55.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35300,CT,9170,9170157100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,1,31,1,2,1,2,205000,58.82,9.09,0.87,3,360,1.0,2,2,2,2,345000.0,1,1,3,5,1,90.0,30%-<36%,12,12,2.0,2.0,2,2,2.0,2.0,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,9,3.0,2604,23.12,116200,117.0,707,840,50,33.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15764,MA,25017,25017357800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,31,1,2,1,2,305000,9.52,8.84,0.63,2,360,1.0,2,1,2,2,3155000.0,1,1,3,5,1,173.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,2.0,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,10,3.0,4024,28.85,146600,121.0,890,1325,69,33.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,44300,PA,42027,42027011001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,55000,17.79,10.09,1.95,2,360,1.0,2,1,2,2,285000.0,1,1,3,5,1,49.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,2783,6.14,108200,111.0,992,1181,33,41.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,36740,FL,12069,12069030306,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,35000,69.72,12.34,4.2,2,360,1.0,2,1,2,2,275000.0,1,1,3,5,1,118.0,45,12,12,3.0,3.0,2,2,6.0,6.0,2,2,3,3,2,2,55-64,55-64,No,No,1,1,6,10,3.0,4625,16.99,90400,74.0,2019,2800,36,45.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103158317,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,25000,5.0,9.09,0.87,3,360,1.0,2,2,2,2,505000.0,1,1,3,5,1,99.0,__MISSING__,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,3,3.0,5674,17.01,156200,100.0,1768,2038,56,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,99999,PA,42107,42107003000,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,795000,63.15,8.94,0.73,2,360,1.0,2,2,2,2,1365000.0,1,1,3,5,1,283.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,5417,6.85,81400,171.0,1914,2312,46,55.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,PA,42109,42109070400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,4,2,2,1,2,15000,54.19,9.09,0.87,3,360,1.0,2,2,2,2,305000.0,1,1,3,5,1,56.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,5556,3.1,81400,100.0,1520,2372,48,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35614,NY,36047,36047033600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,105000,11.56,9.49,1.34,2,360,1.0,2,1,2,2,865000.0,1,1,3,5,1,69.0,36,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,4765,26.97,101900,92.0,766,1699,0,36.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,39740,PA,42011,42011010500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,25000,7.71,9.09,0.87,3,360,1.0,2,2,2,2,255000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,3,3.0,6658,16.91,93700,104.0,1818,2338,46,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35614,NY,36079,36079011600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,25000,7.69,9.09,0.87,3,360,1.0,2,2,2,2,325000.0,1,1,3,5,1,99.0,__MISSING__,12,10,1.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,3,3.0,5642,18.89,101900,136.0,1618,2020,48,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,99999,NY,36011,36011040400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,65000,83.63,9.09,0.87,3,360,1.0,2,2,2,2,205000.0,1,1,3,5,1,300.0,<20%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,2,3.0,4314,9.11,83800,124.0,1392,1964,45,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24510,24510270301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,2,2,2,1,2,75000,55.77,11.04,2.89,2,360,1.0,2,1,2,2,315000.0,1,1,3,5,1,108.0,20%-<30%,12,10,2.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,2931,72.91,122200,93.0,959,1223,0,25.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055014901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,35000,10.75,9.09,0.87,3,360,1.0,2,2,2,2,275000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,3,3.0,5614,11.45,98700,96.0,1635,2105,48,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,29484,NJ,34029,34029720106,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,255000,78.62,8.94,0.79,2,360,1.0,2,1,2,2,315000.0,1,1,3,5,1,125.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,2537,12.06,135900,48.0,1465,1784,40,33.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35614,NY,36081,36081036800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,4,2,2,1,2,55000,61.63,9.09,0.87,3,360,1.0,2,2,2,2,615000.0,1,1,3,5,1,101.0,>60%,12,10,2.0,5.0,2,4,3.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,2513,99.64,101900,122.0,578,728,76,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24013,24013507702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,55000,19.08,10.24,2.14,2,360,1.0,2,1,2,2,265000.0,1,1,3,5,1,30.0,43,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,10,3.0,3944,16.66,122200,105.0,1219,1243,46,43.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,49620,PA,42133,42133023821,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,1,2,225000,54.48,8.84,0.7,2,360,1.0,2,1,2,2,415000.0,1,1,3,5,1,174.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,1,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,5727,9.9,105100,119.0,1915,2122,34,25.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,PA,42063,42063960200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,4,2,2,1,2,35000,79.94,9.09,0.87,3,360,1.0,2,2,2,2,145000.0,1,1,3,5,1,259.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,1,2,2,25-34,35-44,No,No,1,1,6,3,4.0,4830,2.8,81400,85.0,1297,1794,48,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24027,24027605103,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,2,655000,63.21,9.09,0.87,3,360,1.0,2,2,2,2,1505000.0,1,1,3,5,1,1748.0,<20%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,9,3.0,5462,37.17,122200,185.0,1700,1750,35,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,40060,VA,51087,51087200503,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,3,0,2,1,2,2,2,1,2,65000,94.37,9.09,0.87,3,360,1.0,2,2,2,2,545000.0,1,1,3,5,1,16.0,>60%,12,10,2.0,5.0,2,4,2.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,1,4.0,4073,37.93,110000,90.0,1115,1577,52,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,47764,MD,24017,24017851501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,4,1,2,1,2,385000,85.0,9.09,0.87,3,360,1.0,2,2,2,2,455000.0,1,1,3,5,1,121.0,48,12,10,3.0,5.0,2,4,6.0,8.0,2,4,1,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,4,3.0,4630,81.06,128300,150.0,1109,1260,22,48.0,80.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15804,NJ,34005,34005700800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,15000,4.54,9.09,0.87,3,360,1.0,2,2,2,2,335000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,3.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,3,3.0,4824,33.02,117400,83.0,1411,1809,59,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,99999,NY,36025,36025970402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,2,2,2,1,2,45000,82.45,13.29,5.08,2,360,1.0,2,1,2,2,175000.0,1,1,3,5,1,127.0,49,12,12,2.0,2.0,2,2,24.0,5.0,2,2,2,6,2,2,35-44,35-44,No,No,1,1,6,10,3.0,3707,13.84,83800,93.0,813,1598,77,49.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,VT,50025,50025967700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,205000,61.54,10.74,2.6,2,360,1.0,2,1,2,2,325000.0,1,1,3,5,1,105.0,48,12,12,2.0,3.0,2,2,5.0,6.0,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,10,3.0,2617,12.23,95000,91.0,693,991,47,48.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,16540,PA,42055,42055011900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,105000,27.55,8.59,0.45,2,360,1.0,2,1,2,2,365000.0,1,1,3,5,1,137.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,55-64,Yes,No,1,1,6,10,3.0,6702,7.71,92700,107.0,2092,2708,46,41.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,20100,DE,10001,10001041802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,55000,52.48,9.09,0.87,3,360,1.0,2,2,2,2,455000.0,1,1,3,5,1,36.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,1,3.0,6720,47.16,91300,143.0,1290,2290,18,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,23224,MD,24021,24021751801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,1,2,1,2,125000,25.77,9.09,0.87,3,360,1.0,2,2,2,2,485000.0,1,1,3,5,1,99.0,__MISSING__,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,3,3.0,5417,17.39,155800,117.0,1569,1667,23,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,13780,NY,36007,36007013600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,55000,60.99,11.54,3.43,2,360,1.0,2,1,2,2,225000.0,1,1,3,5,1,84.0,48,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3928,24.82,88700,84.0,721,1330,0,48.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,23224,MD,24021,24021751202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,0,2,1,31,1,2,1,2,105000,16.5,9.59,1.27,2,360,1.0,2,1,2,2,605000.0,1,1,3,5,1,91.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,3.0,2,2,1,2,2,2,>74,55-64,Yes,Yes,1,1,6,10,3.0,6654,43.13,155800,86.0,2030,1734,23,33.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15764,MA,25009,25009252300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,75000,85.08,9.09,0.87,3,360,1.0,2,2,2,2,755000.0,1,1,3,5,2,92.0,>60%,12,10,1.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,7496,53.22,146600,74.0,1442,1858,0,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15764,MA,25017,25017357800,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,3,0,2,1,31,2,2,1,2,505000,81.15,9.09,0.87,3,360,1.0,2,2,2,2,1005000.0,1,1,3,5,1,46.0,>60%,12,10,2.0,5.0,2,4,2.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,1,3.0,4024,28.85,146600,121.0,890,1325,69,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,46540,NY,36065,36065025700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,45000,85.96,12.89,4.74,2,360,1.0,2,1,2,2,235000.0,1,1,3,5,1,180.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,35-44,35-44,No,No,1,1,6,10,3.0,2327,5.93,87900,105.0,710,1056,0,41.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,49620,PA,42133,42133023301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,115000,37.5,8.84,0.7,2,360,1.0,2,1,2,2,315000.0,1,1,3,5,1,106.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,6353,16.4,105100,133.0,2222,2343,26,41.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36063,36063021700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,75000,50.0,9.09,0.87,3,360,1.0,2,2,2,2,155000.0,1,1,3,5,1,118.0,<20%,12,10,2.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,3,3.0,3358,45.95,96900,48.0,661,1624,77,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,25540,CT,9110,9110535200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,1,2,1,2,255000,47.71,8.84,0.63,2,360,1.0,2,1,2,2,525000.0,1,1,3,5,1,86.0,50%-60%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,10,3.0,6740,18.84,123800,119.0,2055,2483,47,55.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,39740,PA,42011,42011012901,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,35000,50.18,9.09,0.87,3,360,1.0,2,2,2,2,295000.0,1,1,3,5,1,66.0,37,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,3,3.0,3834,11.92,93700,108.0,1492,1688,61,37.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029014000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,1,2,1,2,145000,34.12,9.49,1.27,2,360,1.0,2,1,2,2,425000.0,1,1,3,5,2,149.0,36,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3694,5.47,96900,133.0,1072,1480,75,36.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029009011,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,205000,47.89,9.09,0.87,3,360,1.0,2,2,2,2,435000.0,1,1,3,5,1,88.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,3,3.0,3127,17.3,96900,206.0,1004,1076,47,55.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35614,NY,36119,36119002104,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,45000,66.95,9.09,0.87,3,360,1.0,2,2,2,2,275000.0,1,1,3,5,1,98.0,44,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,4,9.0,5290,53.88,101900,128.0,1608,761,57,44.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,20100,DE,10001,10001042802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,45000,85.98,12.44,4.3,2,360,1.0,2,1,2,2,335000.0,1,1,3,5,1,89.0,30%-<36%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,10,3.0,5612,30.2,91300,121.0,1620,2330,28,33.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,13780,NY,36107,36107020702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,255000,55.56,9.09,0.87,3,360,1.0,2,2,2,2,455000.0,1,1,3,5,1,71.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,3,1.0,4292,6.2,88700,86.0,1418,1765,37,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15764,MA,25017,25017354400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,3,0,2,1,2,2,2,1,2,255000,38.17,9.09,0.87,3,360,1.0,2,2,2,2,3005000.0,1,1,3,5,2,0.0,__MISSING__,12,12,3.0,3.0,2,2,6.0,6.0,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,1,3.0,1730,26.13,146600,145.0,501,699,0,41.0,80.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,48700,PA,42081,42081010400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,275000,96.93,9.09,0.87,3,360,1.0,2,2,2,2,285000.0,1,1,3,5,1,243.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,55-64,55-64,Yes,Yes,1,1,6,4,3.0,4931,7.24,86600,104.0,1762,2419,48,25.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15804,NJ,34007,34007603800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,105000,45.7,9.09,0.87,3,360,1.0,2,2,2,2,555000.0,1,1,3,5,1,155.0,30%-<36%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,3,3.0,5504,10.57,117400,131.0,1715,2037,79,33.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,10580,NY,36093,36093032404,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,3,0,2,1,4,2,2,1,2,85000,81.42,9.09,0.87,3,360,1.0,2,2,2,2,265000.0,1,1,3,5,1,100.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,9,1.0,6675,11.34,117800,98.0,1599,2393,50,55.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,25540,CT,9130,9130541100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,0,2,1,2,2,2,1,2,185000,85.99,10.09,1.98,2,360,1.0,2,1,2,2,265000.0,1,1,3,5,2,274.0,20%-<30%,12,10,2.0,5.0,2,4,22.0,8.0,2,4,2,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,2549,54.65,123800,47.0,386,969,0,25.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35300,CT,9170,9170165900,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,85000,79.72,11.09,2.94,2,360,1.0,2,2,2,2,985000.0,1,1,3,5,1,660.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,10,3.0,8178,29.41,116200,142.0,2204,2507,45,25.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029004701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Joint,3,0,2,1,31,1,2,1,2,75000,53.85,9.09,0.87,3,360,1.0,2,2,2,2,135000.0,1,1,3,5,1,99.0,__MISSING__,9,9,2.0,2.0,2,2,3.0,3.0,2,2,2,1,2,2,>74,35-44,Yes,No,1,1,6,3,3.0,2766,92.01,96900,98.0,300,1082,0,41.0,80.0,1,0
